artist,genre
Tassilli Players,dub
Monkey Mafia,big beat
Black Era,trip hop
Hungover Stuntmen,rock
The Beach Boys vs J Dilla,pop
The Lewd,punk
Pagans,punk
Knots,rock
The Skunks,ska
X Blank X,punk
Bizarros,post-punk
The Normals,christian alternative rock
Seven feat Alys Be,hip hop
Burning Hotels,rock
Nvmeri,70s
Koji Kondo, Hajime Wakai,soundtrack
Giorgio Moroder/r,disco
Hypnotic Tango,tango
Lisa Taylor,folk
Super Discount,house
Foolish Felix,90s
Delkom,acid house
Baby Birds Don't Drink Milk,noise
Lindstrøm & Solale,space disco
The Barcelona Pavilion,experimental
German Army,drone
VisionQuest,hip hop
doomstar!,psychedelic
Kinky Justice,intelligent dance music
Parallax,drum and bass
Michel Rubini,instrumental
Louis Armstrong And His Orchestra,jazz
Dudley Moore Trio,jazz
Woody Allen, The Preservation Jazz Hall Band, and the New Orleans Funeral Ragtime Orchestra,comedy
Sharon Lois and Bram,children music
Soulstation,soul
Luther Dickinson Featuring the Rising Star Fife & Drum Band,blues
Ranking Trevor,reggae
Soul Clap feat Robert Owens,house
Mad Professor & Alika,dub
Melvins  Lustmord,dark ambient
Six String Malfunction,noise
Tobias Hellkvist,electronic
Locrian, Mamiffer,experimental
Lycus,funeral doom
Neuroxyde,house
Ugo Platana,edm
Patrick Bishop,singer-songwriter
Christian Löffler,electronic
Kris Davis,jazz
Koett,70s
Vamos Art,tech house
El Mundo,banda
Alok, Bad Boss,electronic
Victor Ruiz,techno
David Granha   Feat Emiliyan Stankov,techno
Max Jones,jazz
Ville Nikkanen,dance
Markai,soul
A w E,intelligent dance music
Penthouse Penthouse,club
E e v e e,rock
JordanJames!,dance
e s t a,banda
HOME-,progressive rock
Whispa,breakbeat
Hagan,banda
Dojo,jazz
manila,eurodance
Spire,black metal
Elin Ruth,pop
Thom Chacon,rock
Tyler Stenson,folk
Jorma Kaukonen,blues
Liam Titcomb,pop
Gráinne Duffy,blues
Martin Ekman,folk
Jarrod Dickenson,singer-songwriter
Alice Ricciardi,jazz
Robert Lowell,70s
Dropping a Popped Locket,crunkcore
Folly,ska
Gerard Schwarz,classical
Orquesta Filarmónica de la Ciudad de México,70s
Barrymoore Chamber Orchestra,classical
Blackwolf,rock
Black Market Radio,rock
Firebeatz & JOEYSUKI,edm
DJ Silence,dance
Gregor Salto & Kaoma,dance
Deadmau5 feat Wolfgang Gartner,house
Fedde Le Grand vs Sultan & Ned Shepard feat Mitch Crown,dance
Topspin & Dmit Kitz,deep house
Gianni Coletti Vs KeeJay Freak,remix
Save the Robot,trance
Alex Kenji, David Jones ft Aqua Diva,house
Sinisa Tamamovic,techno
Dero,dance
Hardwell & Nicky Romero,edm
Truelove,power pop
Ralph Good feat Polina Griffith,vocal house
MYNC & Wally Lopez,club
Morgan Page, Sultan & Ned Shepard, BT feat Angela McCluskey,dance
Will Gold,trance
UAP,tech house
Ron May,house
Arthur Baker feat Jimmy Somerville,electro
The Insane Warrior,hip hop
Rum Committee,underground hip hop
Baitercell & Schumacher,nu breaks
Faures,ambient
Akrobatik,hip hop
Chartwell Dutiro,world music
Low & Dirty Three,folk
The Moody Blues, Peter Knight & The London Festival Orchestra,rock
Jason Buckle,electronica
Pavlos Sidiropoulos,rock
Standard,indie rock
IC/Standard,80s
IC/Standard/Ollie K,80s
IC,80s
IC/Sketchi Fetcha/OllieK,80s
Abzorbr,alternative rap
The Rosetta Stone,gothic rock
The Toques,rock
Local Hero,experimental
Christian Hinzer & Chriss Ortega,electro house
New Rhodes,indie
Coldcut & Lisa Stansfield,funk
Alex & Jake Parker,soundtrack
10 Dubians,reggae
Senn,progressive trance
Wackies,reggae
Built by snow,rock
Aughra & Mosh Patrol,electronic
Blackpool Lights,indie rock
The Hues Corporation,soul
The Mandrake Memorial,psychedelic
Helicon,psychedelic
JK & Co,psychedelic
Sterling Roswell,psychedelic
The Sirago 17,drone rock
Klubs,freakbeat
The Remo Four,british invasion
Gary Lee Yoder,heavy metal
Stan, Black Market Karma,pop
The Sea-ders,60s
Pilote - (Bonobo Mix),electronic
Lock, Stock & Two Smoking Barrels,noise
Sassafras,rock
Mikey Graham,singer-songwriter
Kylie Minogue Feat Bono,pop
Glen Adams Affair,disco
Positive Flow,nu-soul
MC Stretch,dance
Diskovery,dance
Woodie (Nortenos),rap
Devlin Ft Tinchy Strider, Professor Green, Giggs, Chipmunk, Tinie Tempah, Example,grime
Pitbull ft TPain,hip hop
Chameleon Industries,national socialist black metal
Funtcase (Dubstep),drum and bass
Armin Van Buuren Ft Jenifer Rene,trance
Dead Prez (Bloodz),hip hop
mc mental,hard house
Catwalk,jazz
COOLRUNNINGS,surf music
Friction vs Camo & Krooked feat Dynamite MC,drum and bass
UDG,rock
Misha, Robo Papp, 2H,pop
Hana Zagorová,pop
Aneta Langerová,pop
Dawn of Destiny,power metal
Phantasma,death metal
Britney Spears/Flashlight Productions,pop
The Irresponsibles,rock
Lee Greenwood,country
Mairi Campbell and Dave Francis,celtic
Steps, B*Witched, Billie Piper & Tina Cousins,pop
Usher featuring Lil Jon & Ludacris,pop
The Oatmeal,rock
Big Tuna,soundtrack
Big Blue Missle/Scott Weiland,soundtrack
Professor Green feat Lily Allen - Just Be Good To Green,hip hop
Seth Swirsky,pop
Ryan Webster,house
Vinyl Thief,electro rock
Teledrome,banda
MondreMAN,rap
DLVRY,uk garage
真鍋ちえみ,80s
Strict Face,grime
Sublo,dubstep
Impartial,alternative rock
Loom,post-hardcore
Damacha,electronic
Taso,house
Keljet,synthpop
kasket club,dream pop
Trio Zingara,classical
Disclosure feat Nao,house
Disclosure Feat Miguel,house
Clean Bandit/Jess Glynne,electronic
Sycamore Drive,8-bit
Electric Children,chiptune
Disclosure feat Brendan Reilly,house
Disclosure feat Kwabs,house
Disclosure feat Lion Babe,house
Sekklow,dub
Elizabeth Banks,comedy
Our Krypton Son,indie
Conor Mason,alternative country
Revivor,rock
Zombie Safari Park,instrumental
Jason Clarke,singer-songwriter
gindrinker,post-punk
The Day the Earth Stood Still,instrumental
The Young Playthings,rock
Happy New Year,noise
Monster Island,psychedelic
Andrew Ferris,singer-songwriter
Enrico Macias,chanson
El Conjunto Massalia,salsa
Tranzas,latin
Patrick Bruel,french pop
Claude Barzotti,french pop
Véronique Sanson,french pop
Nicoletta,french pop
Liane Foly,jazz
Maurane,pop
Les Enfoirés,french pop
Chimène Badi,french pop
Isabelle Adjani,french pop
Arielle Dombasle,french pop
Barenaked Ladies with Sarah McLachlan,rock
John Anealio,singer-songwriter
Calibretto 13,punk
The Stems,power pop
The Rhythm Shakers,rockabilly
Dick Lory,rockabilly
Harmonica Sam with The Domestic Bumblebees,blues
The Domestic Bumblebees,rockabilly
Shalom Goldman,christian
Kevin Harrison,dark ambient
The Four Freshmen,jazz
GREAT PEACOCK,folk
Lymph Project,breakcore
Rockmastersband,rock
Disease of the Nation,metal
Hartfield,shoegaze
Snail,rock
Anilore,shoegaze
Adam Tensta,hip hop
Glideascope,downtempo
Glissade,shoegaze
Trollheim's Grott,industrial metal
The Luminaries,power pop
The London Metropolitan Orchestra,soundtrack
Jillian Edwards,folk
Ben Folds with Rufus Wainwright,rock
Brahj,dubstep
Petter Carlsen,singer-songwriter
Megan Rochell,r&b
Jagged edge Feat Nas,r&b
Chris Marsol,pop
Nina Becker,brazilian pop music
Mayra Andrade;Alê Siqueira,world music
Nichols,zouk
Einar Stray Orchestra,post rock
imadethismistake,folk punk
13 Frightened Girls,alternative
Stu Daly,punk
Rendez Vous,80s
Kerry Leimer,dark ambient
Tzolk'in,ambient
James Blake with Bon Iver,dubstep
Larsen,experimental rock
Hugo Race,blues
Nick Cave, Julie Christensen & Perla Batalla,alternative rock
Zapatango,world
Danny Krivit,disco
Bullet Proof Space Travelers,scratch
Grindhouse,thrash metal
Reaver,harsh ebm
Reaxion Guerrilla,terror ebm
Reactor7x,harsh ebm
Mesmer's Eyes,electronic
nolongerhuman,industrial
vProjekt,electro-industrial
Non-Bio,electronic
ES23,dark electro
SIN DNA,dark ambient
Stahlnebel & Black Selket,industrial
Asphyxia,metal
Hatemagick,dark electro
Electric Breathing,aggrotech
Say Just Words,industrial
Trianam,celtic
Piezo,progressive metal
Thirteen,electro
Tony Rocky Horror,ska punk
Nedra Johnson,funk
Kareen Antonn,pop
The Perfect Victim,rock
Dara,pop
La Toya Jackson,r&b
The Willing Mind,intelligent dance music
Ridan,chanson
Schumacher,christian
deadmau5 // Eric Prydz // Bastille,house
Styalz Fuego, Stuck Note,dance
FISHDOCTOR,surf music
Museum of Bellas Artes,pop
The Allisons,pop
The Moody Blues, The London Festival Orchestra, Peter Knight,rock
Ryan Hamilton,jazz
Boys Of The Lough,folk
Loudest Whisper,folk rock
Martin Hayes,folk
Donal Lunny,folk
Green Sky,sludge
Chiu Wai Ping,soundtrack
Arcady,folk
The Veevees,lounge
Marie Collins,lo-fi
Christines,alternative pop rock
Whiskey Bitches,punk
Kid Mountain,indie
The Sea Life,dream pop
Michael Cassidy,singer-songwriter
Our Future Glory,rock
Quiet As A Mouse,90s
DEATHCATS!!!,pop
Teen Canteen,pop
Collar Up,folk
Copper Lungs,pop
Wolf Club Lunar Society,blues
His Name Is Codeine,shoegaze
The Blues Preachers,blues
Eric Von Schmidt,folk
The Holmes Brothers,blues
Manuel Galvin,blues
Samantha Fish,blues
Pete Alderton,blues
Barbarella,rock
Gordon Fergus-Thompson,classical
Hugh Bean, New Philharmonia Orchestra & Sir Adrian Boult,classical
Royal Concertgebouw Orchestra & Riccardo Chailly,classical
Comiccon,hard trance
Solomon Burke; The Blind Boys of Alabama,soul
The Camelots,doo-wop
The Fabion,rock steady
Boris Gardiner; Boris Gardner & The Love People; Love People,reggae
Sgt Barry Sadler,50s
Mudlarks,50s
Neal Sharpe,smooth soul
George Carrow,northern soul
The Glories,northern soul
Andre Brasseur,easy listening
Dr Marigold's Prescription,easy listening
Edmundo Ros & His Orchestra,latin
The Laurie Johnson Orchestra,lounge
Don Partridge,folk
Johnny Dankworth,jazz
Don Duke,rap
Patsy Ann Noble,pop
Alexis Korner's Skiffle Group,skiffle
Love Arcade,alternative rock
Ellie Lawson,pop
SuperHuman,rock
Fringe Element,soundtrack
Critical Mass,rock
Lily James,british pop
Noor Jehan,classical
Justin Robertson presents Revtone,90s
DJ Fett Burger,house
The Noodleman,disco
DEBONAIR,electronic
TÂCHES,remix
Lucas Nord feat Tove Lo,house
Lilly Wood  The Prick,folk
Uberfett,house
joonasHahmo,trance
Park Myungsoo,comedy
Rufus Wainwright, Loudon Wainwright III, Martha Wainwright, One man guy,pop
Rufus, Moby, & Sean Lennon,r&b
Team Rocket,comedy
Guus Meeuwis,pop
Brabant,symphony
Dianna Agron,soundtrack
Patti LuPone and Colm Wilkinson,soundtrack
Chorus, Paul Leonard, Craig Pinder, Christopher Beck, Patti LuPone, Colm Wilkinson, Jackie Marks,soundtrack
Miaow,indie
Flux,trance
Pacific,pop
Simon's Ghost,lo-fi
Peter Perrett,rock
Christian Chávez,latin
All About Maggie,pop
Adore,electronic
Felix Snow,r&b
Casi Wyn,singer-songwriter
Dear Frederic,synthpop
The Lids,punk
Elephant Micah,lo-fi
The Tomatoes,rock
Driller,hard rock
Samavayo,rock
Eric Weissberg,bluegrass
Tony Bennett; Arranged & conducted by Robert Farnon,jazz
Vår,electronic
Lucifer Loveless,dark wave
Bella Ruse,folk
Sarah June,gothic
Olesya Rulin,soundtrack
Wacka Flocka Flame Ft French Montana, YG Hootie, Joe Moses, & Baby Bomb,dirty south rap
French Montana ft Wiz Khalifa and Gucci Mane,hip hop
Wiz Khalifa,B-Brixx Ft And Joe Young,hip hop
The 69 Eyes (ft Ville Valo),rock
Lana Del Rey vs Marina & the Diamonds,pop
The Waxwings,rock
The Black Cat Bone,blues
Elènne,house
Tee-Double,hip hop
Mumbai Mafia,dubstep
Fluid,rock
Word Sound Power vs Dr Das,reggae
Nuphlo,dubstep
Schema,rock
Macross,hip hop
LH1,electronic
Kromestar Vs Cotti,dubstep
Travie McCoy feat Brendon Urie,hip hop
Thepetebox,hip hop
The Piano Tribute Players,instrumental
Worthless Without,screamo
Sullivan,emo
Ben Honeycutt,male vocalist
Ellen Greene,cabaret
Spectacular! Cast,soundtrack
Skylar Astin,comedy
Jonathan B Wright,opera
John Gallagher, Jr,rock
Enkh Jargal,folk
Radio Clash,ska punk
Atomic Cat,trance
The Who Boys,dub
Preeya Kalidas,pop
Steve Ibsen,comedy
Monofocus,electro
Mike Gill,dance
Minerva Lions,lounge
Richard Reed Parry,indie rock
The Black Ships,shoegaze
Matthias Vogt trio,jazz
Thomas Feiner, Fyfe Dangerfield, Robbie Wilson,soundtrack
Ciscoe,indie dance
Andy Williams, Johnny Mandel & Robert Mersey & His Orchestra,pop
David Harrison,noise
Decalicious,funky house
I Scream Ice Cream,new rave
Bill Holt,experimental
Art Department feat Seth Troxler,house
The Martinez Brothers,house
Canson,dance
Appleblim & Ramadanman,dubstep
DJ Sneak vs Le Knight Club,house
Raw Man,french house
Sedat,french house
Deelat,french house
Sir Drew,minimal house
Michel Cleis Feat Toto La Momposina,vocal house
DJ Bola,house
Brothers' Vibe,house
Dance Disorder,dance
Butterworth, George,classical
Outer Heaven,metal
TC/Dillinja,drum and bass
Wretch 32 Feat Angel,grime
Stuart  Ojelay (HED KANDI RESIDENT DJ),remix
Lee-Cabrera featuring Mim,dance
Milk & Sugar featuring Lizzy Pattinson,house
Fish Go Deep featuring Tracey K,house
B-Liv,remix
Mixed Artist,dub
Aliceband,folk
Lost World,trance
Bovine,rock
Dave And The Detomics,60s garage
BoxPlot,electronic
Botnleðja,grunge
Decades,hardcore
Lavantgarde,electronic
IAMX + Imogen Heap,alternative
Boudoir,dream pop
Zyxt,electronic
Ghosts In The Clocktower,dark ambient
Brim Liski,ambient
Gnaïa,psychedelic downtempo
Mars on Earth,industrial black metal
Argaman,electronic
The Plastics,new wave
Various - Jazz, Blues, Funk,jazz
BEF featuring Kate Jackson,synthpop
The Prodigy, Public Enemy and Manfred Mann,electronica
Rag'N'Bone Man feat Stig Of The Dump,soul
The Look,pop
Lal Waterson,folk
Glenn Miller Singers,big band
Dominik Scherrer,soundtrack
Connie Dover,folk
Slow Show,club
Udachi,dubstep
Spank Rock and Benny Blanco are Bangers & Cash,rap
Roman Flugel/MIA,electronic
Heavy Hittaz,underground rap
Steppa and Kitcha,dub
Kid Komas,club
Wobble T,drum and bass
Von D featuring Foreign Beggars and Spyda,dubstep
Jamalski,90s
Feadz ft MC Wesley,techno
Stanton Warriors feat Eska,breakbeat
Far East Family Band,space rock
Oozing Wound,metal
Oh, The Guilt,dance
Rivers of England,folk
Johann Christian Bach-Akademie,classical
The Universals,rock
The Third Guitar,soul
The Afros Band,funk
The 2nd Amendment Band,funk
Abraham & The Metronomes,funk
The Devastation,thrash metal
Lil Buck & The Top Cats,r&b
Jimmy Lane & The Incredible Five,break
Innersouls,funk
Reginald Milton & The Soul Jets,funk
Ghostpoet (feat Micachu),electronic
Samba Mapangala and Occidental Brothers Dance Band International,soukous
Carlos y Gaby,electronic
Skream (Tempa),dubstep
Beck vs DJ Shadow featuring Mos Def,rock
Ladybox,fidget house
Alyx,indie
Pat Hodge,blues
Dirty Children,rock
Scratching Post,rock
Dizraeli & the Small Gods,folk
Gold Dust,comedy
CTRL Z,breakbeat
Aspin & Dipace,remix
Lilly Allen (JaKwoB Remix),pop
Jon Kennedy And Mr Eyez,ninja tune
High Rankin feat GYTO,dubstep
Wiley (featuring Chew Fu),grime
Caper Feat Sweetie Irie,dubstep
Ernest Cline,comedy
Katie and Allison Crutchfield,pop
Flock of Dimes,experimental
The Costello Show,rock
Danny Woods,northern soul
Das Contras,reggae
David Webster,americana
Akira Rabelais,electronic
Jean-20 Huguenin,progressive country
robert f trucios,easy listening
She's A Tease,rock en espanol
Menace ll Society,hardcore
Run Riot,breakbeat
Asherel,rock
Bullwackies All Stars,reggae
Octopus,psychedelic
Kirkkopalovaroitus,black metal
Chinchilla,power metal
Nathan Larson,soundtrack
Oskar,experimental
King Britt,house
Anthrax & Public Enemy,rock
Seebach Band,70s
YILA,electronica
Rihanna ft Joell Ortiz,pop
OOO,electronic
DCX,dance
Digital Sexy,remix
Stefy NRG,dance
Astroline,dance
Triple Bounce,dance
Bangbros,dance
Renegade Masterz,intelligent dance music
Age Pee,techno
Jan Wayne And Scarlet,vocal trance
Baby Alice,eurodance
Boom,dance
NDS vs Tom E,vocal trance
Molella,dance
Fantasy Project,dance
Nordkapp,ambient
Breanne Düren,pop
FUNKIST,jrock
Macho Man Randy Savage,rap
Patrick Burns,rock
Sofia Nizharadze,pop
Nikki Webster,pop
Petrol,alternative
UNIK, The,r&b
Borgore Feat Yael,dubstep
Mojo feat Virus Syndicate,rock
Document One feat Tigerlight and Maksim MC,dubstep
Think I Care,hardcore
The Geeks,hardcore
Everything Sucks,punk
Get Lost,hardcore
Instilled,roots
The Hollow,rock
Empty Vision,modern hardcore
More To Pride,hardcore
Battletruk,hardcore
Don Ramos Players,melodic punk
Toddla T ft Tinchy Stryder & Mr Versatile Vs Untold/Toddla T/Untold,dancehall
Toddla T ft Serocee/Fish Go Deep & Tracey K/Geeneus & Zinc ft Nikki/Lil Silva,dancehall
Toddla T ft Benjamin Zaphaniah & Joe Goddard,dancehall
Toddla T Ft Trigganim vs Clipz-Toddla T-Clipz,dancehall
De Bos,dance
The Odolites,80s
Tecla,pop
Carl Reiner & Mel Brooks,70s
One Thousand Violins,indie pop
Chris Heazlewood,psychedelic
Queen Meanie Puss,90s
Spacious,jazz
Olla,noise rock
Celia Mancini,psychedelia
Shayne Carter & Peter Jefferies,80s
David Mitchell & Denise Roughan,psychedelic
Snapper,noise rock
The Magick Heads,indie pop
SF,modern rock
The Pin Group,post-punk
Loves Ugly Children,indie rock
Neville Skelly,singer-songwriter
Chia Pet,indie rock
Western Tink,rap
Roach Gigz,hip hop
Emp Dasme,rap
Chuck Inglish feat Da$h & Retch,hip hop
Hongry,80s
World's Fair,rap
The Grimethorpe Colliery Band,soundtrack
Black Dyke Mills Band, Geoffrey Brand & Roy Newsome,classical
Overdog,rock
Carlton Main Frickley Colliery Band,instrumental
Tab Hunter and The Cast,pop
Greg Grease,hip hop
The Fire Still Burns,melodic hardcore
Marco Resmann,minimal techno
Ruede Hagelstein,dance
Mihai Popoviciu,electronic
Marina,pop
Lady Gaga (wwwfreshmp3musicru),pop
OOFT,house
Sleazy McQueen,house
Bodj,house
Evil Fred,house
Achterbahn D'Amour,techno
Doctor Jeep,remix
Tony Quattro,house
Körgull The Exterminator,thrash metal
Spite Extreme Wing,black metal
Laster,black metal
Tangorodrim,black metal
Caul,dark ambient
Phelios,dark ambient
Phragments,industrial
Creeping,black metal
Outre,black metal
Regarde Les Hommes Tomber,black metal
Mephorash,black metal
Scythian,celtic
Germ Bomb,thrash metal
Weird Fate,black metal
Arizmenda,black metal
Misery's Omen,black metal
Alex Britti,pop
Morgul,black metal
Bill Danoff,country
Blind Mamie Forehand,gospel
Eumeria,progressive metal
Spheric Universe Experience,progressive metal
Petrucci,progressive metal
Hot Mangu,funk
Dol Ammad,electronica
The Wrong Object,jazz
Sun Caged,progressive metal
Evil Masquerade,metal
One Machine,metal
The Psychedelic Ensemble,progressive rock
Chad Smith's Bombastic Meatbats,funk
Buckethead/Travis Dickerson,instrumental
Age of Nemesis,progressive metal
Eidolon,metal
Abydos,progressive metal
Consortium Project III,progressive metal
Pantommind,progressive metal
Time Requiem,progressive metal
Mikrokosmos,psychedelic
Gutta,hip hop
Dumbtron,bounce
Santana feat Jennifer Lopez & Baby Bash,rock
Apparatschik,russian folk
Motown Moe,jazz
Vincent Pace,soul
Dave Collins,reggae
Ni Hao!,rock
Must Stash Hat,jam band
Aquarian Age,psychedelic
World Of Oz,psychedelic
Virgin Sleep,psychedelic
Invade Rome,psychedelic
The Blue Squares,rock
One-Eyed Jack,rock
Soul corner,punk
Spokinn Movement,rap
Sintax the Terrific,hip hop
His Name Was Iron,southern rock
RA Scion,hip hop
Paucity,instrumental
Hets,pop punk
Hästpojken,pop
Challenge,minimal
Dirty Epics,punk
Clivilles & Cole,dance
Harry & Alfie,rock
Take To The Seas,indie rock
Nowhere Boy,rock 'n roll
Tom Hooper,rock
Paul Hecht,symphony
Adam Carroll,folk
Sean McConnell,folk rock
Lauderdale,noise
Lydia Lunch / Zahra Mani / Mia Zabelka,no wave
Berlin Black,post-punk
Lez Zeppelin,rock
Wham Bam Bodyslam,punk
Tea Break,punk
LineOut,skate punk
Crushing Caspars,hardcore
Russ Rankin,punk
Snotty,pop punk
The Cancer Kids,fastcore
Once Over,ska
The Humpers,garage punk
Shaimus,rock
Tom Morello,rock
Birmingham 6,industrial
Intalekt,house
Britney Spears Feat Iggy Azalea,pop
Oliver Heldens feat Becky Hill,deep house
Martin Garrix/Usher,dance
Iori's Eyes,dream pop
The Maybellines,pop
Patrick Baker,80s
Electric Bodega,remix
Skin & Bones,hard rock
Tom Enzy,electronic
Kronic,hip hop
Ligament,old school death metal
Los Llamarada,lo-fi
The Mark Of Cain,hard rock
Pot Valiant,90s emo
Rectangle,indie rock
Sabertooth Tiger,rock
Your Majesty,emo
Bensin,power pop
Allan,progressive metal
Al di meola,jazz
Al Di Meola, Paco De Lucia,jazz
Ahmad Jamal/Gary Burton,jazz
The Faded,rock
La estrella de David,spanish indie pop
La Habitación Roja,indie
Guitarra Clásica Española, Spanish Classic Guitar,classical
Simon Stanley Ward,alternative country
Kokoshca,pop
The Secret Society,dance
Dolores,black metal
Nacho Umbert & la compañía,indie
Maronda,spanish indie pop
The New Raemon, Francisco Nixon & Ricardo Vicente,spanish indie pop
Wendy Melvoin, Lisa Coleman,soundtrack
ERAAS,post-punk
Gavin Harrison,progressive rock
Affector,christian metal
Jo Webb & The Dirty Hands,indie
-03,dance
Chris Chameleon,rock
Bäddat för trubbel,punk
Jonny Two Bags,punk
SICK SAD WORLD,postcore
Break Anchor,break
The Guildford Cathedral Choir,choral music
TonyALL,punk
Minions,blackened death metal
Tamperer (Ft Maya),italian dance
Crowd,punk
*Armstrong,rock
Mel B (Ft Missy Elliot),pop
Ray Foxx feat Rachel L Collier,dance
Lady Gaga featuring LMFAO & David Guetta,pop
Nat & Alex Wolff,teen pop
Jesse Lacey, Kevin Devine,indie rock
DJ D-Rave vs Ravergizer feat SaKuRa,remix
Funky Flo feat Trixie Love & Sabina,electro
Nopassport,house
Antonyo & Flamemakers,club
Karpekin feat Bogdanov,swedish house
Jon Cage,dancehall
Nestor Delano,remix
Chris Count,remix
David Puentez,club
Valdimar,indie pop
Tandu,goa trance
Major7,psychedelic
Djemdi,trance
Earsugar,progressive psychedelic trance
Canartic,dub
Fatal Discord,dark psytrance
Michael Caine; Emily Mortimer; Charlie Creed-Miles; Ben Drew; Liam Cunningham,easy listening
Mommy and Daddy,indie
Scarecrow Blues Hip Hop,blues
Jacky Murda,jungle music
The Dad Horse Experience,gospel
Rudiments,ska
Groovejuice,house
Last Martyrs of a Lost Cause,ska
Ruder Than You,ska
The Heavy Eyes,psychedelic
Rosas,male vocalist
Clarke,rock
Remo Giazotto,50s
The Airplane Boys,hip hop
The Echoing Green,electronic
Addison Park,pop punk
Ballentine,rock
Your Enemies Friends,post-hardcore
Kosmonova,dance
Chasing Amy,romantic
T-Bone Walker With Les Hite & His Orchestra,blues
buddha monk, odb and drunken,hip hop
bounty killer feat masta killa,reggae
Spank Rock, Switch, Justice & Technotronic,rap
Junior sanchez ft Good Charlotte,dance
Capac,ambient
CN,techno
Yellowman & Fathead,dancehall
Home T, Cocoa Tea & Cutty Ranks,reggae
Errol Scorcher,reggae
winnie the shit,intelligent dance music
Terraformers,psychedelic trance
Prince Myshkin,house
Glen Velez,world beat
Silver Man,experimental
Mark du Mosch,techno
Frank Murder,intelligent dance music
山口裕史,contemporary classical music
Jonathan Coe,club
Robin S vs Steve Angello & Laidback Luke,house
DJ DLG VS Laidback Luke,new wave
Elisabeth Smith,house
Matadors!,rock
otherpeople,new wave
Jesus H Foxx,indie rock
Little Mix feat Jason Derulo,pop
Notorious BIG vs The Verve,hip hop
Soul Machine vs Atrey,soul
Autograf ft Patrick Baker,remix
Arizona,rock
Nora En Pure, Redondo,dance
Claptone vs ELO,deep house
Tim Engelhardt,remix
Rare Movement,funk
Audiojack, Kevin Knapp,techno
David Mayer, Nght Drps,techno
Double Hill,house
Felicita,christian
Elkin & Nelson,70s
Matthew David,electronic
Ganju,electronic
Jephté Guillaume,house
Jepthe Guillaume,alternative
James Duncan,house
Hungry Hands,punk
Deaf Poets,rock
Crass Mammoth,rock
Rob Heron,soul
Heather Green,country
Cram,jazz
Calvin Harris feat John Newman,dance
Sevag,edm
Scratcha DVA,grime
Bruza,grime
Bless Beats,grime
Kashmere The Iguana Man,uk hip hop
Geoff Love and his Orchestra,easy listening
Dirtbox,melodic punk
David Galas,dark wave
Hexedene,electro-industrial
This Burning Effigy,gothic rock
Sanguis et Cinis,gothic rock
Vespertina,gothic
The Second Sight,futurepop
Chaos God,gothic rock
Untoten,gothic rock
Exovedate,dark wave
Das Zeichen,dark wave
Girls Under Glass,gothic
Fiction 8,industrial
WeltenBrand,dark wave
Non Compos Mentis,metal
Hord,metal
Tiësto feat Mathew Koma,trance
The Payroll Union,americana
Coldstream Guards,70s
Amanda Lepore featuring Larry Tee and Risqué,90s
Darren Espanto,pop
Ste,rap
Oliver Heldens Ft KStewart,deep house
Flo Rida,Sage The Gemini & Lookas,rap
Corneille,r&b
Ventura vs Dr Dre feat Snoop Dogg,trance
Gisela,pop
青龍,happy hardcore
Beggar & Co,funk
The Al Di Meola Project,fusion
Herbie Hancock feat Tinariwen, K'naan & Los Lobos,jazz
Dedicated Servers,hip hop
Kim Chandler,90s
Herbie Hancock Feat Pink, Seal, IndiaArie, Jeff Beck, Konono Nº1 & Oumou Sangare,jazz
RTÉ:Ireland,brutal death metal
He's My Brother She's My Sister,folk
Art Of Time Ensemble with Steven Page,dance
Deaths,dream pop
xolo,club
Blectum from Blechdom,electronic
Timo Pieni Huijaus,rap
Ruger Hauer,hip hop
Petri Nygård,rap
Fintelligens,hip hop
Martti Vainaa & Sallitut aineet,alternative rock
Aste,rap
Uniikki,rap
Edu Kehäkettunen & DJPP,finnish rap
Idän Ihme,rap
Trilogia,disco
Steen1,rap
Saurus,rap
Deligma,alternative metal
Sammie,r&b
Verse Simmonds,r&b
Brandon Hines,soul
HiJack,hip hop
Living Like Ghosts,pop punk
Dolomite Minor,blues
Suns of Thyme,psychedelic
Heavylight,rock
Butterfly Child,pop
Jenny Gillespie,folk
Rev Rev Rev,shoegaze
Partners In Kryme,hip hop
Cella Dwellas,hip hop
Lord Tariq,hip hop
Classical Guitar Masters,instrumental
Pinchas Zuckerman; Donald Fraser: English Chamber Orchestra,classical
Tbilisi Symphony Orchestra, Povilas Stravinsky & Jansug Kakhidze,classical
Sylvia Cápová,easy listening
Orchestra of the Kirov Opera, St Petersburg & Valery Gergiev,classical
Neeme Järvi; Gothenburg Symphony Orchestra, Gothenburg Artillery Division, Gothenburg Church Bells,symphony
Myung-Whun Chung: Bastille Opera Orchestra,symphony
Latvian National Symphony Orchestra, Ilmar Lapinsch & Riga Radio Choir,symphony
Karin Lechner, Berlin Symphony Orchestra & Eduardo Marturet,contemporary classical music
Jiri Stivin, Slovak Chamber Orchestra & Bohdan Warchal,jazz
James Levine: Ravinia Orchestra,opera
James Galway: I Solisti Di Zagreb,classical
James Galway: Chamber Orchestra Of Europe,classical
James Galway; Donald Fraser: New Irish Chamber Orchestra,classical
Ivan Sokol, Slovak Chamber Orchestra & Bohdan Warchal,baroque
Isaac Stern, Zubin Mehta; Israel Philharmonic Orchestra,classical
Hans-Jürg Strub,classical
